Starting_Logical_Site_Name,logical_site_name,ob_product_name,ib_product_name,Vendor,ib_threadname,ib_datatype,ib_product_mnem,ib_vendor_mnem,ib_vendor_name,ib_thread_type,ib_name_suffix,ib_thread_ip,ib_thread_port,trxid,ob_threadname,ob_datatype,ob_product_mnem,ob_vendor_mnem,ob_vendor_name,ob_thread_type,ob_name_suffix,ob_thread_ip,ob_thread_port,route_length
cpcs_xg_oe,hsc_opk0_360e_oe,360 Encompass,HCA 5.6,360 Encompass,oerpt_mt_in_cpcsxgoe,oerpt,mt,mt,Meditech,in,cpcsxgoe,,15903,*default*,oerpt_360e_out_2B,oerpt,360e,3m,3M,out,2B,orclvp01.unix.medcity.net,12752,6
cpcs_xg_oe,hsc_opk0_360e_oe,360 Encompass,HCA 5.6,360 Encompass,oerpt_mt_in_2B,oerpt,mt,mt,Meditech,in,2B,,12752,*default*,oerpt_360e_out_prod_2,oerpt,360e,3m,3M,out,prod_2,10.237.100.100,8950,6
cpcs_xg_oe,cpcs_xg_oe,360 Encompass,HCA 5.6,360 Encompass,oerpt_mt_in,oerpt,mt,mt,Meditech,in,,,11566,*default*,oerpt_360e_out_hscopk0360eoe,oerpt,360e,3m,3M,out,hscopk0360eoe,orclvp01.unix.medcity.net,15903,6
cpcs_xg_oe,hsc_opk0_360e_oe,360 Encompass,HCA 5.6,360 Encompass,oerpt_mt_in_cpcsxgoe,oerpt,mt,mt,Meditech,in,cpcsxgoe,,15903,*default*,oerpt_360e_out_pp_2B,oerpt,360e,3m,3M,out,pp_2B,orclvp01.unix.medcity.net,12796,6
cpcs_xg_oe,hsc_opk0_360e_oe,360 Encompass,HCA 5.6,360 Encompass,oerpt_mt_in_pp_2B,oerpt,mt,mt,Meditech,in,pp_2B,,12796,*default*,oerpt_360e_out_preprod_2,oerpt,360e,3m,3M,out,preprod_2,10.237.100.118,8950,6
cpcs_xg_rad,cpcs_xg_rad,360 Encompass,HCA 5.6,360 Encompass,radrslt_mt_in,radrslt,mt,mt,Meditech,in,,,10673,*default*,radrslt_360e_out_hscopk0360erad,radrslt,360e,3m,3M,out,hscopk0360erad,orclvp01.unix.medcity.net,15992,4
cpcs_xg_rad,hsc_opk0_360e_rad,360 Encompass,HCA 5.6,360 Encompass,radrslt_mt_in_cpcsxgrad,radrslt,mt,mt,Meditech,in,cpcsxgrad,,15992,*default*,radrslt_360e_out_prod_2,radrslt,360e,3m,3M,out,prod_2,10.237.100.100,8980,4
cpcs_xg_rad,cpcs_xg_rad,360 Encompass,HCA 5.6,360 Encompass,radrslt_mt_in,radrslt,mt,mt,Meditech,in,,,10673,*default*,radrslt_360e_out_hscopk0360erad,radrslt,360e,3m,3M,out,hscopk0360erad,orclvp01.unix.medcity.net,15992,4
cpcs_xg_rad,hsc_opk0_360e_rad,360 Encompass,HCA 5.6,360 Encompass,radrslt_mt_in_cpcsxgrad,radrslt,mt,mt,Meditech,in,cpcsxgrad,,15992,*default*,radrslt_360e_out_preprod_2,radrslt,360e,3m,3M,out,preprod_2,10.237.100.118,8980,4
cpcs_xs_oe,hsc_rch0_360e_oeord,360 Encompass,iPeople MT56,360 Encompass,oeord_ipl_in_cpcsxsoe,oeord,ipl,ippl,iPeople,in,cpcsxsoe,,15512,*default*,oeord_360e_out_prod_1,oeord,360e,3m,3M,out,prod_1,10.230.52.153,8890,4
