Starting_Logical_Site_Name,logical_site_name,ob_product_name,ib_product_name,Vendor,ib_threadname,ib_datatype,ib_product_mnem,ib_vendor_mnem,ib_vendor_name,ib_thread_type,ib_name_suffix,ib_thread_ip,ib_thread_port,trxid,ob_threadname,ob_datatype,ob_product_mnem,ob_vendor_mnem,ob_vendor_name,ob_thread_type,ob_name_suffix,ob_thread_ip,ob_thread_port,route_length
cpcs_qr_iplmu,cpcs_qr_iplmu,Cloudera Kafka,HCA 5.6,Cloudera Kafka,immu_mt_in,immu,mt,mt,Meditech,in,,,11077,*default*,immu_kfka_out_hl7clivxu,immu,kfka,hca,HCA,out,hl7clivxu,intserv.cloverleaf.hl7-cli-vxu.1.0.0,,2
div_efl_conx,div_efl_conx,HCA 5.6,Connex CS,Connex CS,cmr_conx_in_edm4,cmr,conx,hillrwa,Hill-Rom/Welch Allyn,in,edm4,,18208,COCQR,cmr_mt_out_cpcsqr_edm,cmr,mt,mt,Meditech,out,cpcsqr_edm,orclvp01.unix.medcity.net,18116,4
div_efl_ipl2,div_efl_ipl2,Healthcare Data Engine - HDE,iPeople MT56,Healthcare Data Engine - HDE,nuras_ipl_in_cocqr,nuras,ipl,ippl,iPeople,in,cocqr,,10337,*default*,multi_hde_out,multi,hde,gcp,Google,out,,172.21.148.6,2575,2
div_efl_ipl2,div_efl_ipl2,Healthcare Data Engine - HDE,iPeople MT56,Healthcare Data Engine - HDE,nuras_ipl_in_cocqr,nuras,ipl,ippl,iPeople,in,cocqr,,10337,*default*,multi_hde_out_stg,multi,hde,gcp,Google,out,stg,172.21.147.5,2575,2
div_efl_ipl2,div_efl_ipl2,Healthcare Data Engine - HDE,iPeople MT56,Healthcare Data Engine - HDE,sch_ipl_in_cocqr,sch,ipl,ippl,iPeople,in,cocqr,,10353,*default*,multi_hde_out,multi,hde,gcp,Google,out,,172.21.148.6,2575,2
div_efl_ipl2,div_efl_ipl2,Healthcare Data Engine - HDE,iPeople MT56,Healthcare Data Engine - HDE,sch_ipl_in_cocqr,sch,ipl,ippl,iPeople,in,cocqr,,10353,*default*,multi_hde_out_stg,multi,hde,gcp,Google,out,stg,172.21.147.5,2575,2
div_efl_ipl2,div_efl_ipl2,Healthcare Data Engine - HDE,iPeople MT56,Healthcare Data Engine - HDE,phaadm_ipl_in_cocqr,phaadm,ipl,ippl,iPeople,in,cocqr,,10342,*default*,multi_hde_out,multi,hde,gcp,Google,out,,172.21.148.6,2575,2
div_efl_ipl2,div_efl_ipl2,Healthcare Data Engine - HDE,iPeople MT56,Healthcare Data Engine - HDE,phaadm_ipl_in_cocqr,phaadm,ipl,ippl,iPeople,in,cocqr,,10342,*default*,multi_hde_out_stg,multi,hde,gcp,Google,out,stg,172.21.147.5,2575,2
div_efl_ipl2_edm,div_efl_ipl2_edm,Healthcare Data Engine - HDE,iPeople MT56,Healthcare Data Engine - HDE,edm_ipl_in_cocqr,edm,ipl,ippl,iPeople,in,cocqr,,10318,*default*,multi_hde_out,multi,hde,gcp,Google,out,,172.21.148.6,2575,2
div_efl_ipl2_edm,div_efl_ipl2_edm,Healthcare Data Engine - HDE,iPeople MT56,Healthcare Data Engine - HDE,edm_ipl_in_cocqr,edm,ipl,ippl,iPeople,in,cocqr,,10318,*default*,multi_hde_out_stg,multi,hde,gcp,Google,out,stg,172.21.147.5,2575,2
