Starting_Logical_Site_Name,logical_site_name,ob_product_name,ib_product_name,Vendor,ib_threadname,ib_datatype,ib_product_mnem,ib_vendor_mnem,ib_vendor_name,ib_thread_type,ib_name_suffix,ib_thread_ip,ib_thread_port,trxid,ob_threadname,ob_datatype,ob_product_mnem,ob_vendor_mnem,ob_vendor_name,ob_thread_type,ob_name_suffix,ob_thread_ip,ob_thread_port,route_length
cpcs_kn_rad,cpcs_kn_rad,Healthcare Data Engine - HDE,HCA 5.6,Healthcare Data Engine - HDE,radrslt_mt_in_1,radrslt,mt,mt,Meditech,in,1,,10826,*default*,multi_hde_out_stg,multi,hde,gcp,Google,out,stg,172.21.147.5,2575,4
cpcs_kn_rad,cpcs_kn_rad,360 Encompass,HCA 5.6,360 Encompass,radrslt_mt_in_1,radrslt,mt,mt,Meditech,in,1,,10826,*default*,radrslt_360e_out_hsctam0360erad,radrslt,360e,3m,3M,out,hsctam0360erad,orclvp01.unix.medcity.net,16388,6
cpcs_kn_rad,hsc_tam0_360e_rad,360 Encompass,HCA 5.6,360 Encompass,radrslt_mt_in_cpcsknrad,radrslt,mt,mt,Meditech,in,cpcsknrad,,16388,*default*,radrslt_360e_out_prod_1,radrslt,360e,3m,3M,out,prod_1,10.230.52.148,8880,6
cpcs_kn_rad,cpcs_kn_rad,360 Encompass,HCA 5.6,360 Encompass,radrslt_mt_in_1,radrslt,mt,mt,Meditech,in,1,,10826,*default*,radrslt_360e_out_hsctam0360erad,radrslt,360e,3m,3M,out,hsctam0360erad,orclvp01.unix.medcity.net,16388,6
cpcs_kn_rad,hsc_tam0_360e_rad,360 Encompass,HCA 5.6,360 Encompass,radrslt_mt_in_cpcsknrad,radrslt,mt,mt,Meditech,in,cpcsknrad,,16388,*default*,radrslt_360e_out_preprod_1,radrslt,360e,3m,3M,out,preprod_1,10.230.52.208,8880,6
cpcs_kn_rad,cpcs_kn_rad,Centricity - CCG PACS,HCA 5.6,Centricity - CCG PACS,radrslt_mt_in_2,radrslt,mt,mt,Meditech,in,2,,10827,*default*,radrslt_pacs_out,radrslt,pacs,gehc,GE,out,,10.227.120.8,9559,4
cpcs_kn_rad,cpcs_kn_rad,HCare Hub,HCA 5.6,HCare Hub,radrslt_mt_in_2,radrslt,mt,mt,Meditech,in,2,,10827,*default*,radrslt_mhub_out,radrslt,mhub,hlthctly,Health Catalyst,out,,EFDVWPAPPHUB01.hcapf.net,40489,4
cpcs_kn_rad,cpcs_kn_rad,Theradoc,HCA 5.6,Theradoc,radrslt_mt_in_2,radrslt,mt,mt,Meditech,in,2,,10827,*default*,radrslt_tdoc_out,radrslt,tdoc,hspra,Hospira,out,,xrdctdochl7int01.hca.corpad.net,16015,4
cpcs_kn_rad,cpcs_kn_rad,Primordial,HCA 5.6,Primordial,radrslt_mt_in_2,radrslt,mt,mt,Meditech,in,2,,10827,*default*,radrslt_prim_out,radrslt,prim,nunc,Nuance,out,,10.132.172.11,3372,4
cpcs_kn_rad,div_efl_mids,Care Management-Facility,HCA 5.6,Care Management-Facility,radrslt_mt_in_cpcsknrad,radrslt,mt,mt,Meditech,in,cpcsknrad,,12835,*default*,radrslt_mids_out_2,radrslt,mids,mids,Midas+,out,2,orclvp01.unix.medcity.net,12986,8
cpcs_kn_rad,cpcs_kn_rad,Care Management-Facility,HCA 5.6,Care Management-Facility,radrslt_mt_in_2,radrslt,mt,mt,Meditech,in,2,,10827,*default*,radrslt_mids_out_diveflmids,radrslt,mids,mids,Midas+,out,diveflmids,orclvp01.unix.medcity.net,12835,8
cpcs_kn_rad,div_efl_mids,Care Management-Facility,HCA 5.6,Care Management-Facility,radrslt_mt_in_2,radrslt,mt,mt,Meditech,in,2,,12986,*default*,radrslt_mids_out,radrslt,mids,mids,Midas+,out,,nadcwpdbsmds03.hca.corpad.net,12122,8
cpcs_kn_rad,div_efl,Intellirad,HCA 5.6,Intellirad,radrslt_mt_in_cpcskn,radrslt,mt,mt,Meditech,in,cpcskn,,17896,*default*,radrslt_msn_out,radrslt,msn,MSN,MSN Healthcare Solutions,out,,10.129.68.227,12107,6
cpcs_kn_rad,cpcs_kn_rad,Intellirad,HCA 5.6,Intellirad,radrslt_mt_in_2,radrslt,mt,mt,Meditech,in,2,,10827,*default*,radrslt_msn_out_divefl,radrslt,msn,MSN,MSN Healthcare Solutions,out,divefl,orclvp01.unix.medcity.net,17896,6
cpcs_kn_rad,cpcs_kn_rad,HCA 5.6,HCA 5.6,HCA 5.6,radrslt_mt_in_2,radrslt,mt,mt,Meditech,in,2,,10827,*default*,radrslt_mt_out_divefliodnrad,radrslt,mt,mt,Meditech,out,divefliodnrad,orclvp01.unix.medcity.net,14098,8
cpcs_kn_rad,div_efl_iodn_rad,Iodine-Facility,HCA 5.6,Iodine-Facility,radrslt_mt_in_2,radrslt,mt,mt,Meditech,in,2,,17994,*default*,radrslt_iodn_out,radrslt,iodn,iodn,Iodine Software,out,,10.65.70.48,53913,8
cpcs_kn_rad,cpcs_kn_rad,HCA 5.6,HCA 5.6,HCA 5.6,radrslt_mt_in_2,radrslt,mt,mt,Meditech,in,2,,10827,*default*,radrslt_mt_out_divefldypv,radrslt,mt,mt,Meditech,out,divefldypv,orclvp01.unix.medcity.net,10363,8
cpcs_kn_rad,div_efl_dypv_rad,Dynamic PharmacoVigilance-Facility,HCA 5.6,Dynamic PharmacoVigilance-Facility,radrslt_mt_in_2,radrslt,mt,mt,Meditech,in,2,,18224,*default*,radrslt_dypv_out,radrslt,dypv,vglnz,VigiLanz Corp,out,,10.65.76.89,20088,8
div_efl_ipl1,div_efl_ipl1,Theradoc,iPeople MT56,Theradoc,nuras_ipl_in_cockn,nuras,ipl,ippl,iPeople,in,cockn,,10290,*default*,nuras_tdoc_out_cockn,nuras,tdoc,hspra,Hospira,out,cockn,xrdctdochl7int04.hca.corpad.net,25421,2
div_efl_ipl1_edm,div_efl_ipl1_edm,Theradoc,iPeople MT56,Theradoc,edm_ipl_in_cockn,edm,ipl,ippl,iPeople,in,cockn,,10269,*default*,edm_tdoc_out_cockn,edm,tdoc,hspra,Hospira,out,cockn,xrdctdochl7int04.hca.corpad.net,25422,2
cpcs_kn_otr,cpcs_kn_otr,HCA 5.6,iHeal/NetHealth WoundExpert,iHeal/NetHealth WoundExpert,chrg_wpth_in,chrg,wpth,hlgc,Healogics,in,,,37857,*default*,chrg_mt_out_wpth,chrg,mt,mt,Meditech,out,wpth,FLAA.clinical.medcity.net,,2
cpcs_kn_oe,cpcs_kn_oe,HCA 5.6,iHeal/NetHealth WoundExpert,iHeal/NetHealth WoundExpert,oerpt_wpth_in,oerpt,wpth,hlgc,Healogics,in,,,45598,*default*,oerpt_mt_out,oerpt,mt,mt,Meditech,out,,,10251,2
div_efl_ipl1,div_efl_ipl1,Theradoc,iPeople MT56,Theradoc,nuras_ipl_in_cockn,nuras,ipl,ippl,iPeople,in,cockn,,10290,*default*,nuras_tdoc_out_lnd_cockn,nuras,tdoc,hspra,Hospira,out,lnd_cockn,xrdctdochl7int04.hca.corpad.net,25423,2
div_efl_ipl1_edm,div_efl_ipl1_edm,Theradoc,iPeople MT56,Theradoc,edm_ipl_in_cockn,edm,ipl,ippl,iPeople,in,cockn,,10269,*default*,edm_tdoc_out_lnd_cockn,edm,tdoc,hspra,Hospira,out,lnd_cockn,xrdctdochl7int04.hca.corpad.net,25424,2
cpcs_kn_rad,cpcs_kn_rad,Aspen Breast,HCA 5.6,Aspen Breast,radord_mt_in,radord,mt,mt,Meditech,in,,,10165,*default*,radord_aspb_out,radord,aspb,volpara,Volpara Health,out,,10.227.95.84,7251,2
cpcs_kn_oe,div_efl_dypv_oe,Dynamic PharmacoVigilance-Facility,iPeople MT56,Dynamic PharmacoVigilance-Facility,oeord_ipl_in_mt,oeord,ipl,ippl,iPeople,in,mt,,17790,*default*,oeord_dypv_out_mt,oeord,dypv,vglnz,VigiLanz Corp,out,mt,10.65.76.89,20116,6
cpcs_kn_oe,div_efl_dypv_oe,iPeople MT56,iPeople MT56,iPeople MT56,oeord_ipl_in_cpcsknoe,oeord,ipl,ippl,iPeople,in,cpcsknoe,,17792,*default*,oeord_ipl_out_mt,oeord,ipl,ippl,iPeople,out,mt,ordcupappclv01.unix.medcity.net,17790,6
cpcs_kn_oe,cpcs_kn_oe,iPeople MT56,iPeople MT56,iPeople MT56,oeord_ipl_in,oeord,ipl,ippl,iPeople,in,,,15226,*default*,oeord_ipl_out_divefldypvoe,oeord,ipl,ippl,iPeople,out,divefldypvoe,ordcupappclv01.unix.medcity.net,17792,6
div_efl_ipl1,div_efl_dypv_nuras,iPeople MT56,iPeople MT56,iPeople MT56,nuras_ipl_in_ipl1cockn,nuras,ipl,ippl,iPeople,in,ipl1cockn,,17820,*default*,nuras_ipl_out_mt,nuras,ipl,ippl,iPeople,out,mt,ordcupappclv01.unix.medcity.net,17818,6
div_efl_ipl1,div_efl_ipl1,iPeople MT56,iPeople MT56,iPeople MT56,nuras_ipl_in_cockn,nuras,ipl,ippl,iPeople,in,cockn,,10290,*default*,nuras_ipl_out_dypvnurascockn,nuras,ipl,ippl,iPeople,out,dypvnurascockn,ordcupappclv01.unix.medcity.net,17820,6
cpcs_kn_oe,div_efl_telc,TeleCare,HCA 5.6,TeleCare,oeord_mt_in_cpcsknoe,oeord,mt,mt,Meditech,in,cpcsknoe,,13308,*default*,oeord_telc_out,oeord,telc,telespec,TeleSpecialists,out,,10.65.64.32,3587,4
